Tarefa;T1-AntesDoEnvio;T2-AposReceberResposta
995;1520719553618;1520719553973
996;1520719553973;1520719554324
997;1520719554324;1520719554676
998;1520719554676;1520719555026
999;1520719555026;1520719555387
1000;1520719555387;1520719555759
1001;1520719555760;1520719556110
1002;1520719556110;1520719556462
1003;1520719556462;1520719556814
1004;1520719556814;1520719557163
1005;1520719557163;1520719557516
1006;1520719557516;1520719557865
1007;1520719557866;1520719558218
1008;1520719558218;1520719558567
1009;1520719558567;1520719558921
1010;1520719558921;1520719559271
1011;1520719559271;1520719559621
1012;1520719559621;1520719559977
1013;1520719559978;1520719560329
1014;1520719560329;1520719560678
1015;1520719560678;1520719561025
1016;1520719561026;1520719561376
1017;1520719561376;1520719561726
1018;1520719561726;1520719562077
1019;1520719562077;1520719562427
1020;1520719562427;1520719562779
1021;1520719562779;1520719563129
1022;1520719563129;1520719563480
1023;1520719563480;1520719563829
1024;1520719563829;1520719564180
1025;1520719564180;1520719564529
1026;1520719564529;1520719564881
1027;1520719564882;1520719565232
1028;1520719565233;1520719565580
1029;1520719565580;1520719565929
1030;1520719565929;1520719566277
1031;1520719566278;1520719566626
1032;1520719566626;1520719566975
1033;1520719566975;1520719567325
1034;1520719567326;1520719567674
1035;1520719567674;1520719568025
1036;1520719568025;1520719568374
1037;1520719568375;1520719568725
1038;1520719568726;1520719569074
1039;1520719569074;1520719569424
1040;1520719569424;1520719569772
1041;1520719569772;1520719570120
1042;1520719570120;1520719570466
1043;1520719570466;1520719570813
1044;1520719570813;1520719571163
1045;1520719571163;1520719571510
1046;1520719571510;1520719571862
1047;1520719571862;1520719572210
1048;1520719572210;1520719572560
1049;1520719572560;1520719572910
1050;1520719572910;1520719573261
1051;1520719573261;1520719573610
1052;1520719573611;1520719573961
1053;1520719573961;1520719574311
1054;1520719574312;1520719574662
1055;1520719574662;1520719575013
1056;1520719575014;1520719575359
1057;1520719575359;1520719575708
1058;1520719575708;1520719576056
1059;1520719576056;1520719576404
1060;1520719576405;1520719576755
1061;1520719576755;1520719577106
1062;1520719577106;1520719577454
1063;1520719577455;1520719577803
1064;1520719577803;1520719578151
1065;1520719578151;1520719578498
1066;1520719578498;1520719578844
1067;1520719578845;1520719579194
1068;1520719579194;1520719579539
1069;1520719579539;1520719579890
1070;1520719579890;1520719580235
1071;1520719580235;1520719580583
1072;1520719580583;1520719580933
1073;1520719580933;1520719581283
1074;1520719581284;1520719581634
1075;1520719581634;1520719581985
1076;1520719581985;1520719582332
1077;1520719582332;1520719582676
1078;1520719582676;1520719583025
1079;1520719583026;1520719583372
1080;1520719583372;1520719583719
1081;1520719583719;1520719584065
1082;1520719584065;1520719584414
1083;1520719584414;1520719584761
1084;1520719584761;1520719585109
1085;1520719585109;1520719585455
1086;1520719585456;1520719585802
1087;1520719585802;1520719586148
1088;1520719586148;1520719586497
1089;1520719586497;1520719586844
1090;1520719586845;1520719587210
1091;1520719587210;1520719587556
1092;1520719587556;1520719587900
1093;1520719587901;1520719588246
1094;1520719588246;1520719588590
1095;1520719588590;1520719588939
1096;1520719588939;1520719589287
1097;1520719589287;1520719589637
1098;1520719589637;1520719589984
1099;1520719589984;1520719590331
1100;1520719590331;1520719590683
1101;1520719590684;1520719591032
1102;1520719591032;1520719591379
1103;1520719591379;1520719591726
1104;1520719591727;1520719592072
1105;1520719592073;1520719592421
1106;1520719592422;1520719592769
1107;1520719592770;1520719593118
1108;1520719593119;1520719593467
1109;1520719593467;1520719593814
1110;1520719593814;1520719594162
1111;1520719594162;1520719594507
1112;1520719594507;1520719594856
1113;1520719594856;1520719595203
1114;1520719595203;1520719595547
1115;1520719595547;1520719595894
1116;1520719595894;1520719596240
1117;1520719596240;1520719596586
1118;1520719596586;1520719596934
1119;1520719596934;1520719597278
1120;1520719597278;1520719597626
1121;1520719597626;1520719597971
1122;1520719597971;1520719598317
1123;1520719598317;1520719598662
1124;1520719598662;1520719599010
1125;1520719599010;1520719599357
1126;1520719599358;1520719599703
1127;1520719599703;1520719600049
1128;1520719600049;1520719600396
1129;1520719600396;1520719600745
1130;1520719600745;1520719601093
1131;1520719601093;1520719601444
1132;1520719601444;1520719601790
1133;1520719601790;1520719602136
1134;1520719602136;1520719602481
1135;1520719602481;1520719602827
1136;1520719602828;1520719603177
1137;1520719603177;1520719603522
1138;1520719603523;1520719603867
1139;1520719603867;1520719604212
1140;1520719604213;1520719604559
1141;1520719604560;1520719604904
1142;1520719604904;1520719605248
1143;1520719605248;1520719605593
1144;1520719605593;1520719605936
1145;1520719605936;1520719606284
1146;1520719606284;1520719606629
1147;1520719606629;1520719606974
1148;1520719606974;1520719607320
1149;1520719607320;1520719607666
1150;1520719607666;1520719608013
1151;1520719608014;1520719608359
1152;1520719608359;1520719608705
1153;1520719608705;1520719609051
1154;1520719609051;1520719609395
1155;1520719609396;1520719609744
1156;1520719609744;1520719610091
1157;1520719610092;1520719610441
1158;1520719610441;1520719610784
1159;1520719610785;1520719611131
1160;1520719611132;1520719611478
1161;1520719611478;1520719611823
1162;1520719611824;1520719612168
1163;1520719612168;1520719612511
1164;1520719612512;1520719612860
1165;1520719612860;1520719613204
1166;1520719613204;1520719613551
1167;1520719613551;1520719613900
1168;1520719613901;1520719614247
1169;1520719614248;1520719614592
1170;1520719614592;1520719614937
1171;1520719614937;1520719615281
1172;1520719615281;1520719615654
1173;1520719615654;1520719615999
1174;1520719616000;1520719616342
1175;1520719616343;1520719616686
1176;1520719616686;1520719617036
1177;1520719617036;1520719617384
1178;1520719617384;1520719617728
1179;1520719617728;1520719618073
1180;1520719618073;1520719618419
1181;1520719618419;1520719618767
1182;1520719618767;1520719619111
1183;1520719619112;1520719619457
1184;1520719619458;1520719619800
1185;1520719619800;1520719620148
1186;1520719620148;1520719620493
1187;1520719620493;1520719620839
1188;1520719620839;1520719621186
1189;1520719621186;1520719621527
1190;1520719621527;1520719621871
1191;1520719621871;1520719622213
1192;1520719622213;1520719622554
1193;1520719622555;1520719622899
1194;1520719622899;1520719623243
1195;1520719623243;1520719623589
1196;1520719623590;1520719623934
1197;1520719623935;1520719624278
1198;1520719624278;1520719624622
1199;1520719624622;1520719624966
1200;1520719624966;1520719625310
1201;1520719625311;1520719625656
1202;1520719625656;1520719626000
1203;1520719626000;1520719626343
1204;1520719626343;1520719626687
1205;1520719626688;1520719627035
1206;1520719627035;1520719627376
1207;1520719627376;1520719627718
1208;1520719627718;1520719628064
1209;1520719628064;1520719628409
1210;1520719628409;1520719628753
1211;1520719628753;1520719629100
1212;1520719629100;1520719629442
1213;1520719629443;1520719629787
1214;1520719629787;1520719630128
1215;1520719630128;1520719630473
1216;1520719630473;1520719630817
1217;1520719630817;1520719631163
1218;1520719631163;1520719631508
1219;1520719631508;1520719631850
1220;1520719631850;1520719632194
1221;1520719632194;1520719632540
1222;1520719632541;1520719632885
1223;1520719632885;1520719633229
1224;1520719633229;1520719633574
1225;1520719633574;1520719633914
1226;1520719633914;1520719634254
1227;1520719634255;1520719634600
1228;1520719634600;1520719634942
1229;1520719634942;1520719635284
1230;1520719635285;1520719635629
1231;1520719635629;1520719635969
1232;1520719635970;1520719636310
1233;1520719636310;1520719636653
1234;1520719636653;1520719636997
1235;1520719636997;1520719637339
1236;1520719637339;1520719637686
1237;1520719637687;1520719638029
1238;1520719638029;1520719638372
1239;1520719638372;1520719638714
1240;1520719638715;1520719639058
1241;1520719639058;1520719639410
1242;1520719639410;1520719639751
1243;1520719639751;1520719640094
1244;1520719640094;1520719640436
1245;1520719640436;1520719640778
1246;1520719640778;1520719641119
1247;1520719641120;1520719641458
1248;1520719641458;1520719641803
1249;1520719641803;1520719642144
1250;1520719642144;1520719642485
1251;1520719642486;1520719642829
1252;1520719642829;1520719643171
1253;1520719643171;1520719643517
1254;1520719643517;1520719643874
1255;1520719643874;1520719644218
1256;1520719644218;1520719644558
1257;1520719644558;1520719644898
1258;1520719644898;1520719645239
1259;1520719645239;1520719645584
1260;1520719645584;1520719645928
1261;1520719645928;1520719646277
1262;1520719646277;1520719646620
1263;1520719646620;1520719646962
1264;1520719646962;1520719647302
1265;1520719647302;1520719647658
1266;1520719647658;1520719648019
1267;1520719648019;1520719648362
1268;1520719648362;1520719648703
1269;1520719648704;1520719649046
1270;1520719649047;1520719649386
1271;1520719649387;1520719649725
1272;1520719649725;1520719650066
1273;1520719650066;1520719650404
1274;1520719650405;1520719650745
1275;1520719650745;1520719651087
1276;1520719651088;1520719651429
1277;1520719651429;1520719651769
1278;1520719651769;1520719652110
1279;1520719652111;1520719652452
1280;1520719652452;1520719652794
1281;1520719652794;1520719653139
1282;1520719653139;1520719653481
1283;1520719653481;1520719653821
1284;1520719653822;1520719654161
1285;1520719654161;1520719654502
1286;1520719654502;1520719654842
1287;1520719654843;1520719655181
1288;1520719655181;1520719655522
1289;1520719655522;1520719655859
1290;1520719655859;1520719656197
1291;1520719656197;1520719656536
1292;1520719656536;1520719656876
1293;1520719656876;1520719657216
1294;1520719657217;1520719657560
1295;1520719657560;1520719657902
1296;1520719657902;1520719658243
1297;1520719658244;1520719658583
1298;1520719658583;1520719658924
1299;1520719658924;1520719659266
1300;1520719659266;1520719659604
1301;1520719659604;1520719659942
1302;1520719659943;1520719660288
1303;1520719660289;1520719660628
1304;1520719660628;1520719660968
1305;1520719660968;1520719661307
1306;1520719661307;1520719661646
1307;1520719661646;1520719661997
1308;1520719661997;1520719662351
1309;1520719662351;1520719662694
1310;1520719662694;1520719663032
1311;1520719663032;1520719663367
1312;1520719663369;1520719663705
1313;1520719663705;1520719664044
1314;1520719664045;1520719664395
1315;1520719664395;1520719664737
1316;1520719664737;1520719665075
1317;1520719665075;1520719665412
1318;1520719665412;1520719665749
1319;1520719665749;1520719666089
1320;1520719666089;1520719666431
1321;1520719666431;1520719666769
1322;1520719666770;1520719667111
1323;1520719667111;1520719667451
1324;1520719667451;1520719667792
1325;1520719667792;1520719668133
1326;1520719668133;1520719668471
1327;1520719668472;1520719668808
1328;1520719668809;1520719669147
1329;1520719669148;1520719669487
1330;1520719669487;1520719669824
1331;1520719669824;1520719670163
1332;1520719670163;1520719670507
1333;1520719670507;1520719670845
1334;1520719670845;1520719671185
1335;1520719671185;1520719671524
1336;1520719671524;1520719671862
1337;1520719671863;1520719672200
1338;1520719672200;1520719672539
1339;1520719672539;1520719672872
1340;1520719672872;1520719673212
1341;1520719673212;1520719673550
1342;1520719673551;1520719673891
1343;1520719673891;1520719674239
1344;1520719674239;1520719674614
1345;1520719674614;1520719674951
1346;1520719674951;1520719675289
1347;1520719675289;1520719675680
1348;1520719675680;1520719676019
1349;1520719676020;1520719676358
1350;1520719676358;1520719676698
1351;1520719676698;1520719677035
1352;1520719677036;1520719677375
1353;1520719677375;1520719677712
1354;1520719677713;1520719678053
1355;1520719678053;1520719678392
1356;1520719678392;1520719678731
1357;1520719678731;1520719679069
1358;1520719679069;1520719679408
1359;1520719679408;1520719679747
1360;1520719679748;1520719680089
1361;1520719680089;1520719680428
1362;1520719680428;1520719680768
1363;1520719680768;1520719681106
1364;1520719681106;1520719681442
1365;1520719681442;1520719681781
1366;1520719681781;1520719682121
1367;1520719682121;1520719682457
1368;1520719682457;1520719682793
1369;1520719682793;1520719683132
1370;1520719683132;1520719683474
1371;1520719683474;1520719683811
1372;1520719683811;1520719684147
1373;1520719684148;1520719684487
1374;1520719684487;1520719684824
1375;1520719684824;1520719685165
1376;1520719685165;1520719685503
1377;1520719685503;1520719685838
1378;1520719685838;1520719686176
1379;1520719686176;1520719686512
1380;1520719686513;1520719686852
1381;1520719686852;1520719687194
1382;1520719687194;1520719687532
1383;1520719687532;1520719687873
1384;1520719687873;1520719688209
1385;1520719688209;1520719688549
1386;1520719688549;1520719688886
1387;1520719688886;1520719689221
1388;1520719689221;1520719689560
1389;1520719689560;1520719689896
1390;1520719689896;1520719690232
1391;1520719690232;1520719690567
1392;1520719690568;1520719690903
1393;1520719690903;1520719691241
1394;1520719691241;1520719691588
1395;1520719691588;1520719691923
